keyword,wordCityCount,tfLabel,pseg,mi2I,mi2z_rand,mi2p_rand
百年不遇,14,3,l,0.24864075815027029,6.188692877371211,6.066513957847519e-10
辛苦工作,13,3,l,0.2480483886529941,6.192360995171638,5.926961144098186e-10
连续不断,11,3,l,-0.0009316969702762391,0.04443182017231738,0.9645601978569585
生命财产,11,3,l,0.116869931326493,2.9755833978075485,0.0029243182479687935
放暑假,10,3,l,0.061895844385461266,1.6157739132334301,0.10614320364991414
不眠夜,9,3,l,0.014569521670943834,0.4349723387542694,0.6635825056355618
百年一遇,8,3,l,0.03158949216722866,0.8700209083356294,0.38428897813877594
事实真相,8,3,l,0.012999619083953204,0.39858262455344584,0.6902007665297096
通行,23,3,j,-0.0002429430085364829,0.06003227886008161,0.9521299262295362
武警,9,3,j,0.022479148845166823,0.6339939359337998,0.5260847796155801
落汤鸡,55,3,i,0.10455689724859979,2.5693232440974483,0.010189735967061075
天公不作美,42,3,i,0.16010633390161688,3.9107226524515983,9.202038899935872e-05
鬼天气,20,3,i,-0.06570290650790109,-1.533281187519823,0.12520658778627378
紧急通知,13,3,i,-0.0003813156835763242,0.057686593275596124,0.9539982729284462
骄阳似火,11,3,i,0.0005783027745831381,0.08200378075017255,0.9346437069802396
不停,69,3,d,0.11351118654841641,2.778797272149227,0.005456056452620706
慢行,14,3,d,0.061415724888251685,1.5790224436563172,0.11433090920441935
短时,29,3,b,-0.053954786582100414,-1.2373127866449871,0.21597098261561398
次生,11,3,b,0.007786272119477213,0.26135317534094393,0.793820163061002
凉快,70,3,a,0.08110111640507371,2.00373754219046,0.04509818247227981
好大,64,3,a,0.11215041473033811,2.7477620641957983,0.006000353556988802
湿,46,3,a,0.16282003487383082,3.971781679478543,7.133708377726755e-05
低洼,25,3,a,0.119881269023415,2.969002437900866,0.002987682261248903
真大,24,3,a,0.07226254401135618,1.817372616938021,0.06916007769424937
猛烈,23,3,a,0.21328609878938842,5.240433503503964,1.601998089739709e-07
怕怕,16,3,a,0.21276630773257202,5.280241691119565,1.2901358981132205e-07
凄惨,14,3,a,0.20586042990190936,5.13539775526484,2.815479156481615e-07
悲惨,12,3,a,0.2261081079138242,5.670196008272413,1.4263424219507215e-08
微冷,8,3,a,-0.0290675968995922,-0.668239941579037,0.5039804433886585
哀愁,8,3,a,0.1751141428694218,4.509799120073555,6.488904107149196e-06
呆滞,8,3,a,0.07120071854887196,1.8745596967510236,0.06085332218075745
淋着,43,3,,0.15386413372168747,3.759752008574722,0.00017008187192524282
防汛,46,2,vn,0.28136530638422297,6.8160686086893065,9.35651556233097e-12
抗洪,45,2,vn,0.2379199231407315,5.775065799989184,7.692301906558896e-09
救灾,27,2,vn,0.12086028444364404,2.9881462284731874,0.00280675229882843
防洪,17,2,vn,0.20577362987927886,5.098962455789808,3.415202753931368e-07
抗灾,9,2,vn,0.1603697070145424,4.103588458957827,4.067908121663244e-05
减灾,9,2,vn,-0.03299784359851727,-0.7619150493646623,0.44611070737607583
防灾,8,2,vn,-0.018068512756836946,-0.389303698808157,0.697051500457208
受灾,54,2,v,0.24397676662753656,5.909544171173109,3.4305567275794147e-09
看海,50,2,v,0.13388445543062802,3.274687587271048,0.0010577888347151898
停电,47,2,v,0.1120243318641619,2.752392415714744,0.0059161581674549435
淹,45,2,v,0.18119859487374457,4.413808075849326,1.0156800918537101e-05
堵车,45,2,v,0.13309783211355064,3.259435693451466,0.0011163408485788118
延误,38,2,v,-0.023009399108332194,-0.4879917830135653,0.6255556613153868
排水,35,2,v,0.0671640838671939,1.6824627027457835,0.09247915143403951
泄洪,33,2,v,0.3156562020902536,7.671893182137934,1.687538997430238e-14
冲走,32,2,v,0.15532846815641713,3.810290566202677,0.00013880355659701138
堵,31,2,v,0.08876351542545208,2.2066262156844694,0.027340183894152714
淹没,30,2,v,0.1780815234259673,4.363477667431077,1.2801101411108462e-05
踩水,28,2,v,0.06566143586200142,1.6522979338766806,0.0984738303020054
涨,27,2,v,0.381305934496921,9.285802194393828,0.0
停运,26,2,v,0.18067419129638718,4.437717407717822,9.091787369630566e-06
困住,25,2,v,0.21521241694352164,5.277660704035196,1.3084344296920847e-07
困在,25,2,v,-0.006421697114680351,-0.0897081008243045,0.928519178373931
抢险,25,2,v,0.15011017416993255,3.701063398723295,0.00021469782049132746
抢修,25,2,v,0.002845655223832015,0.13472168994477698,0.8928319234347397
触电,24,2,v,0.08534369220339671,2.1344350473365656,0.03280718524449555
漫过,22,2,v,0.13894875487245514,3.440473039701891,0.0005806982870952826
水涨,22,2,v,0.06022845771460938,1.5286891212568965,0.1263415304642468
撤离,21,2,v,0.08839219871305949,2.215161979437925,0.026748948514624615
取消,20,2,v,-0.01084255385890297,-0.19779403010641872,0.8432062171845283
淹水,19,2,v,0.044627005923705734,1.1541121793779072,0.24845418071484415
退去,19,2,v,0.17103967307061488,4.235667914032919,2.278733432881097e-05
退票,19,2,v,0.042425965518430954,1.100457519317618,0.2711328288943884
冲开,18,2,v,0.16527824304770414,4.101515691013253,4.1045266762518295e-05
绕行,18,2,v,0.04863149990395497,1.2536533096189586,0.20996804553450543
改签,18,2,v,-0.02244456308827566,-0.48162742396945885,0.6300706410905534
停水,18,2,v,0.0025362279104794013,0.1282640571425028,0.8979400083567259
冲毁,17,2,v,0.12195474287292483,3.0490451235941545,0.0022956999698910963
倒塌,17,2,v,0.14590905624293807,3.63488399490145,0.0002781057460867764
进水,17,2,v,0.08617811526488652,2.1740737222718294,0.029699599072144478
冲垮,15,2,v,0.10688289281002154,2.6916146812087094,0.007110704638771503
抛锚,15,2,v,0.008699497878554991,0.28038126713583245,0.7791850075639231
告急,15,2,v,0.3773886126052979,9.334819784510413,0.0
漂给,14,2,v,0.224492455158668,5.594137136692062,2.217216565902902e-08
滞留,14,2,v,-0.04829826262967024,-1.1222473364299106,0.261757291011651
拥堵,14,2,v,0.006504084386558866,0.22704209531694383,0.8203910094263094
淹到,13,2,v,0.13602676884778414,3.426121083108153,0.0006122673756634445
冲断,13,2,v,0.15669356126615766,3.936462802335614,8.269143082428876e-05
瘫痪,13,2,v,-0.002504285015596653,0.00526240490434154,0.9958012277535087
淹死,13,2,v,-0.048501221874068884,-1.1305769338931164,0.2582332004489266
围困,12,2,v,0.17709657216179883,4.455711541593861,8.361539910461957e-06
垮塌,12,2,v,0.08329917296259821,2.131452923813886,0.033051846801857465
自救,12,2,v,0.044323650799459706,1.165656494024166,0.2437533567499235
猛涨,11,2,v,0.0813030354802258,2.0906044346242934,0.03656353790037081
停课,11,2,v,0.08852843268697315,2.270387470969467,0.023184083998302407
撤,10,2,v,0.0075648922825044184,0.25712759020245884,0.7970802794956127
发水,10,2,v,0.0868091820735767,2.238778173866382,0.025170353100217646
漂来,10,2,v,0.09998159868087148,2.5681789057920636,0.010223437716900374
暴涨,10,2,v,0.016672562338333852,0.48488178838553303,0.627760201524783
倒灌,10,2,v,0.1770716011091806,4.495957534504346,6.925755890563323e-06
冲到,10,2,v,-0.03538696762680549,-0.8169634071822414,0.41394934021250873
坍塌,10,2,v,0.046140834129592,1.2217906325265369,0.22178681187839344
伤亡,10,2,v,0.0808752749177332,2.0903898091048676,0.03658279758987426
救出,10,2,v,0.014790812326798856,0.4378251358683692,0.6615130483326594
排涝,9,2,v,0.00958494536900226,0.30955070824952896,0.7569026452682082
受困,9,2,v,0.1429721806387226,3.665832871997585,0.00024653489956971697
冲掉,9,2,v,0.041127136959846544,1.1032135713249014,0.26993442910963217
失联,9,2,v,0.050091602509267225,1.3287769527850204,0.18392156802316872
抢通,8,2,v,0.07352554981054907,1.9335173052929704,0.053172503354648404
排洪,7,2,v,-0.024301623666636747,-0.5530219550680012,0.580248376442041
淹成,7,2,v,0.023132696440471202,0.6623198742196639,0.5077662424700975
水毁,5,2,v,-0.01743171819626053,-0.3901755344794947,0.69640675145838
淹掉,5,2,v,0.247108786743624,6.624568236309312,3.482636401486161e-11
淹过,3,2,v,-0.005185530578187885,-0.07166109283284279,0.9428716199424272
浸到,3,2,v,-0.0070325975683293825,-0.12528968683154057,0.900294216564522
涝,3,2,v,0.0015810591930892346,0.12480319218573302,0.9006793601552416
汛期,14,2,t,0.1516744134610916,3.8012830081280935,0.00014394877072487766
冲浪,35,2,nz,0.20391484794511716,4.974866870922101,6.52924965649504e-07
漏电,28,2,nz,0.07482173905118232,1.8736464222961502,0.06097917511528572
山洪爆发,4,2,nz,0.06600984918616778,1.8819012829074553,0.05984942023336237
滑坡,56,2,ns,0.16965357566473627,4.1277928452258905,3.6626183718802e-05
中断,23,2,ns,0.112633850705941,2.7985219731365847,0.005133707636378215
淌水,13,2,ns,-0.01532774523800897,-0.3113976071511676,0.7554983727601571
泽国,9,2,ns,0.09176967493584268,2.377478283327323,0.017431469381604003
洪水,85,2,nr,0.26686814589706087,6.436995428962224,1.2186163189653598e-10
水淹,52,2,nr,0.09135731273675417,2.254346646768737,0.02417436892753355
山洪,39,2,nr,0.038941040587066725,1.0014805358050083,0.31659454561639766
洪峰,23,2,nr,0.4067481550380731,9.933992115832028,0.0
积水,69,2,n,0.08882482634955947,2.1885948310010974,0.02862630185868098
被淹,61,2,n,0.2446850926177694,5.92034323837285,3.212703880706158e-09
大水,59,2,n,0.28653909532337346,6.92378641561391,4.39737135593532e-12
涨水,55,2,n,0.36251689502952894,8.747715357308586,0.0
晚点,51,2,n,0.14351272680578275,3.5048199561165068,0.0004569161678042999
水位,47,2,n,0.19640090300246793,4.776394043475076,1.7846652002884156e-06
灾害,47,2,n,0.058555690635003634,1.4698015801075528,0.14161550109546783
洪灾,42,2,n,0.3652466738494552,8.837811584674629,0.0
水灾,39,2,n,0.3204147138925309,7.768187595055967,7.993605777301127e-15
内涝,36,2,n,0.08097271585295535,2.0141080781336296,0.043998187592088955
灾情,34,2,n,0.24830578464293035,6.046199831322424,1.483021483394964e-09
塌方,33,2,n,0.20136290788089867,4.917751623915023,8.754389000387164e-07
地质灾害,31,2,n,-0.06597748769113239,-1.5259073404913388,0.12703294233658258
灾区,31,2,n,0.2254619030692194,5.503950833459327,3.713731566712397e-08
